KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,人口総数,男,女,世帯総数
39210034006,4,四万十市,田野川乙,0,,,108,56,52,41
39210034007,4,四万十市,敷地,0,,,146,71,75,61
39210034008,4,四万十市,岩田,0,,,467,213,254,186
39210034009,4,四万十市,佐田,0,,,178,79,99,82
39210034010,4,四万十市,若藤,0,,,58,25,33,26
39210034011,4,四万十市,奥鴨川,0,,,24,11,13,10
392100350,3,四万十市,町丁字コード0350の計,0,,,517,257,260,256
39210035001,4,四万十市,久保川,0,,,52,23,29,26
39210035002,4,四万十市,勝間,0,,,32,16,16,17
39210035003,4,四万十市,勝間川,0,,,31,16,15,14
39210035004,4,四万十市,鵜ノ江,0,,,52,22,30,28
39210035005,4,四万十市,田出ノ川,0,,,25,14,11,14
39210035006,4,四万十市,高瀬,0,,,26,16,10,17
39210035007,4,四万十市,川登,0,,,137,67,70,65
39210035008,4,四万十市,手洗川,0,,,100,47,53,48
39210035009,4,四万十市,三里,0,,,62,36,26,27
392100360,3,四万十市,町丁字コード0360の計,0,,,661,311,350,287
39210036001,4,四万十市,三ツ又,0,,,27,13,14,13
39210036002,4,四万十市,常六,0,,,49,26,23,23
39210036003,4,四万十市,大屋敷,0,,,65,28,37,29
39210036004,4,四万十市,片魚,0,,,90,40,50,39
39210036005,4,四万十市,住次郎,0,,,65,31,34,25
39210036006,4,四万十市,大用,0,,,232,109,123,86
39210036007,4,四万十市,大西ノ川,0,,,21,11,10,13
39210036008,4,四万十市,小西ノ川,0,,,14,6,8,6
39210036009,4,四万十市,古尾,0,,,16,10,6,9
39210036010,4,四万十市,古尾,0,,,20,11,9,12
39210036011,4,四万十市,竹屋敷,0,,,62,26,36,32
392100370,2,四万十市,西土佐奥屋内,0,,,36,18,18,20
392100380,2,四万十市,西土佐奥屋内,0,,,40,19,21,19
392100390,2,四万十市,西土佐玖木,0,,,23,10,13,14
392100400,2,四万十市,西土佐口屋内,0,,,91,47,44,50
392100410,2,四万十市,西土佐中半,0,,,39,17,22,24
392100420,2,四万十市,西土佐岩間,0,,,77,40,37,38
392100430,2,四万十市,西土佐藤ノ川,0,,,114,56,58,58
392100440,2,四万十市,西土佐橘,0,,,92,45,47,41
392100450,2,四万十市,西土佐津野川,0,,,112,47,65,55
392100460,2,四万十市,西土佐津賀,0,,,68,34,34,22
392100470,2,四万十市,西土佐藪ケ市,0,,,56,28,28,24
392100480,2,四万十市,西土佐須﨑,0,,,82,40,42,38
392100490,2,四万十市,西土佐大宮,0,,,18,8,10,12
392100500,2,四万十市,西土佐大宮,0,,,99,45,54,47
392100510,2,四万十市,西土佐大宮,0,,,96,44,52,47
392100520,2,四万十市,西土佐下家地,0,,,68,29,39,33
392100530,2,四万十市,西土佐中家地,0,,,33,16,17,17
392100540,2,四万十市,西土佐江川﨑,0,,,58,30,28,23
392100550,2,四万十市,西土佐西ケ方,0,,,152,67,85,53
392100560,2,四万十市,西土佐江川﨑,0,,,157,77,80,67
392100570,2,四万十市,西土佐江川﨑,0,,,93,43,50,49
392100580,2,四万十市,西土佐江川﨑,0,,,141,65,76,65
392100590,2,四万十市,西土佐用井,0,,,250,101,149,76
392100600,2,四万十市,西土佐長生,0,,,41,15,26,18
392100610,2,四万十市,西土佐半家,0,,,153,79,74,55
392100620,2,四万十市,西土佐江川,0,,,101,47,54,50
392100630,2,四万十市,西土佐江川,0,,,63,29,34,26
392100640,2,四万十市,西土佐江川,0,,,24,12,12,9
392100650,2,四万十市,西土佐江川,0,,,84,41,43,35
39211,1,香南市,,0,,,32207,15545,16662,13146
392110010,2,香南市,江見町,0,,,465,225,240,238
392110020,2,香南市,本町,0,,,185,81,104,90
392110030,2,香南市,弁天通,0,,,41,23,18,19
392110040,2,香南市,横町,0,,,53,19,34,27
392110050,2,香南市,一本松,0,,,79,34,45,41
392110060,2,香南市,高見,0,,,255,96,159,59
392110070,2,香南市,須留田,0,,,154,75,79,63
392110080,2,香南市,旭町,0,,,40,21,19,16
392110090,2,香南市,南町,0,,,159,75,84,85
392110100,2,香南市,北町,0,,,49,26,23,23
392110110,2,香南市,日の出,0,,,159,73,86,69
392110120,2,香南市,中町,0,,,33,18,15,14
392110130,2,香南市,幸町,0,,,46,18,28,24
392110140,2,香南市,元町,0,,,71,32,39,38
392110150,2,香南市,寿町,0,,,54,31,23,31
392110160,2,香南市,栄町,0,,,61,28,33,35
392110170,2,香南市,松ケ瀬,0,,,249,109,140,139
392110180,2,香南市,別所山,0,,,351,179,172,158
392110190,2,香南市,岸本,0,,,1062,492,570,405
392110200,2,香南市,徳王子,0,,,1072,513,559,415
392110210,2,香南市,山南,0,,,1841,1107,734,590
392110220,2,香南市,山北,0,,,1384,661,723,547
392110230,2,香南市,西川,0,,,314,129,185,135
392110240,2,香南市,東川,0,,,160,75,85,70
392110250,2,香南市,西野,0,,,7169,3404,3765,3011
392110260,2,香南市,東野,0,,,2582,1193,1389,1029
392110270,2,香南市,下井,0,,,1381,679,702,557
392110280,2,香南市,上岡,0,,,132,65,67,57
392110290,2,香南市,東佐古,0,,,1179,579,600,454
392110300,2,香南市,西佐古,0,,,343,165,178,147
392110310,2,香南市,父養寺,0,,,134,70,64,55
392110320,2,香南市,母代寺,0,,,1010,458,552,293
392110330,2,香南市,大谷,0,,,970,478,492,411
392110340,2,香南市,深渕,0,,,229,126,103,116
392110350,2,香南市,中ノ村,0,,,728,346,382,282
392110360,2,香南市,土居,0,,,706,344,362,291
392110370,2,香南市,新宮,0,,,230,114,116,80
392110380,2,香南市,中山田,0,,,81,33,48,33
392110390,2,香南市,兎田,0,,,336,158,178,139
392110400,2,香南市,本村,0,,,399,185,214,154
392110410,3,香南市,みどり野,0,,,835,399,436,341
39211041001,4,香南市,みどり野一丁目,0,,,118,53,65,54
39211041002,4,香南市,みどり野二丁目,0,,,188,88,100,70
39211041003,4,香南市,みどり野三丁目,0,,,246,126,120,98
39211041004,4,香南市,みどり野四丁目,0,,,283,132,151,119
392110420,3,香南市,みどり野東,0,,,639,318,321,252
39211042001,4,香南市,みどり野東一丁目,0,,,190,95,95,86
39211042002,4,香南市,みどり野東二丁目,0,,,324,166,158,116
39211042003,4,香南市,みどり野東三丁目,0,,,125,57,68,50
392110430,2,香南市,手結山,0,,,497,243,254,207
392110440,2,香南市,手結,0,,,333,141,192,147
392110450,2,香南市,千切,0,,,358,169,189,174
392110460,2,香南市,出口,0,,,165,82,83,69
392110470,2,香南市,十ノ木,0,,,77,33,44,31
392110480,2,香南市,上夜須,0,,,247,126,121,104
392110490,2,香南市,夜須川,0,,,164,86,78,86
392110500,2,香南市,国光,0,,,41,20,21,23
392110510,2,香南市,羽尾,0,,,23,10,13,12
392110520,2,香南市,細川,0,,,35,17,18,19
392110530,2,香南市,西山,0,,,508,238,270,204
392110540,2,香南市,坪井,0,,,796,380,416,325
392110550,2,香南市,沢谷,0,,,-,-,-,-
392110560,2,香南市,仲木屋,0,,,-,-,-,-
392110570,2,香南市,吉原,0,,,1035,506,529,512
392110580,2,香南市,古川,0,,,508,240,268,200
39212,1,香美市,,0,,,26513,12848,13665,12033
392120010,3,香美市,百石町,0,,,1264,584,680,507
39212001001,4,香美市,百石町一丁目,0,,,710,317,393,288
39212001002,4,香美市,百石町二丁目,0,,,554,267,287,219
392120030,3,香美市,東本町,0,,,1024,489,535,572
39212003001,4,香美市,東本町一丁目,0,,,198,98,100,106
39212003002,4,香美市,東本町二丁目,0,,,129,51,78,65
39212003003,4,香美市,東本町三丁目,0,,,166,80,86,94
39212003004,4,香美市,東本町四丁目,0,,,185,84,101,96
39212003005,4,香美市,東本町五丁目,0,,,346,176,170,211
392120080,3,香美市,旭町,0,,,1002,478,524,480
39212008001,4,香美市,旭町一丁目,0,,,129,66,63,84
39212008002,4,香美市,旭町二丁目,0,,,210,102,108,112
39212008003,4,香美市,旭町三丁目,0,,,97,43,54,56
39212008004,4,香美市,旭町四丁目,0,,,256,115,141,79
39212008005,4,香美市,旭町五丁目,0,,,310,152,158,149
392120130,3,香美市,西本町,0,,,1107,534,573,472
39212013001,4,香美市,西本町一丁目,0,,,220,109,111,103
39212013002,4,香美市,西本町二丁目,0,,,69,37,32,39
39212013003,4,香美市,西本町三丁目,0,,,169,79,90,87
39212013004,4,香美市,西本町四丁目,0,,,209,121,88,118
39212013005,4,香美市,西本町五丁目,0,,,440,188,252,125
392120180,3,香美市,宝町,0,,,1329,754,575,857
39212018001,4,香美市,宝町一丁目,0,,,287,159,128,196
39212018002,4,香美市,宝町二丁目,0,,,435,245,190,289
39212018003,4,香美市,宝町三丁目,0,,,161,88,73,98
39212018004,4,香美市,宝町四丁目,0,,,342,210,132,226
39212018005,4,香美市,宝町五丁目,0,,,104,52,52,48
392120230,2,香美市,栄町,0,,,578,275,303,255
392120240,3,香美市,秦山町,0,,,1103,492,611,475
39212024001,4,香美市,秦山町一丁目,0,,,370,173,197,178
39212024002,4,香美市,秦山町二丁目,0,,,368,174,194,156
39212024003,4,香美市,秦山町三丁目,0,,,365,145,220,141
392120270,2,香美市,宮前町,0,,,385,204,181,190
392120280,2,香美市,前山,0,,,295,151,144,111
392120300,3,香美市,北本町,0,,,1284,617,667,599
39212030001,4,香美市,北本町一丁目,0,,,410,205,205,202
39212030002,4,香美市,北本町二丁目,0,,,73,32,41,42
39212030003,4,香美市,北本町三丁目,0,,,247,114,133,119
39212030004,4,香美市,北本町上一丁目,0,,,554,266,288,236
392120330,2,香美市,北組西,0,,,1662,790,872,673
392120340,2,香美市,中組,0,,,430,199,231,196
392120350,2,香美市,南組,0,,,693,347,346,313
392120360,3,香美市,古町,0,,,217,111,106,109
39212036001,4,香美市,古町一,0,,,139,78,61,76
39212036002,4,香美市,古町二,0,,,78,33,45,33
392120380,2,香美市,黒土,0,,,121,46,75,69
392120390,2,香美市,県住団地,0,,,259,107,152,121
392120400,3,香美市,大楠植,0,,,2290,1161,1129,1001
39212040001,4,香美市,大楠植内田,0,,,49,19,30,24
39212040002,4,香美市,大楠植談東,0,,,37,14,23,17
39212040003,4,香美市,大楠植中央,0,,,42,18,24,19
39212040004,4,香美市,大楠植談中,0,,,46,22,24,25
39212040005,4,香美市,大楠植談西,0,,,177,97,80,59
39212040006,4,香美市,大楠植平田,0,,,197,101,96,87
39212040007,4,香美市,大楠植中村一,0,,,128,76,52,68
39212040008,4,香美市,大楠植中村二,0,,,144,69,75,57
39212040009,4,香美市,大楠植中村三,0,,,354,193,161,196
39212040010,4,香美市,大楠植中村四,0,,,65,33,32,27
39212040011,4,香美市,大楠植楠目,0,,,467,240,227,169
39212040012,4,香美市,大楠植予岳,0,,,75,37,38,32
39212040013,4,香美市,大楠植油石,0,,,31,15,16,14
39212040014,4,香美市,大楠植前行,0,,,52,25,27,23
39212040015,4,香美市,大楠植植,0,,,385,181,204,163
39212040016,4,香美市,大楠植大法寺,0,,,29,13,16,14
39212040017,4,香美市,大楠植開拓,0,,,12,8,4,7
392120410,3,香美市,明治,0,,,1169,560,609,439
39212041001,4,香美市,明治中野,0,,,254,120,134,103
39212041002,4,香美市,明治岩積,0,,,130,57,73,50
39212041003,4,香美市,明治八王子,0,,,127,61,66,56
39212041004,4,香美市,明治小島,0,,,148,74,74,62
39212041005,4,香美市,明治原東,0,,,138,64,74,52
39212041006,4,香美市,明治原西,0,,,320,163,157,97
39212041007,4,香美市,明治河原,0,,,1,-,1,1
39212041008,4,香美市,明治戸板島,0,,,51,21,30,18
392120420,3,香美市,片地,0,,,2400,1244,1156,1048
39212042001,4,香美市,片地小田島,0,,,57,28,29,25
39212042002,4,香美市,片地下ノ村,0,,,66,29,37,31
39212042003,4,香美市,片地町田,0,,,63,33,30,22
39212042004,4,香美市,片地加茂,0,,,113,56,57,51
39212042005,4,香美市,片地山田島,0,,,107,50,57,54
39212042006,4,香美市,片地林田,0,,,80,35,45,33
39212042007,4,香美市,片地影山,0,,,63,30,33,32
39212042008,4,香美市,片地間,0,,,112,53,59,49
39212042009,4,香美市,片地佐古藪,0,,,203,95,108,88
39212042010,4,香美市,片地舟谷,0,,,134,68,66,60
39212042011,4,香美市,片地宮ノ口,0,,,379,306,73,65
39212042012,4,香美市,片地杉田,0,,,91,42,49,38
39212042013,4,香美市,片地神母ノ木,0,,,764,338,426,428
39212042014,4,香美市,片地逆川,0,,,168,81,87,72
392120430,3,香美市,佐岡,0,,,495,241,254,214
39212043001,4,香美市,佐岡仁井田,0,,,45,23,22,21
39212043002,4,香美市,佐岡佐野,0,,,160,75,85,63
39212043003,4,香美市,佐岡大平,0,,,82,40,42,31
39212043004,4,香美市,佐岡本村,0,,,117,58,59,54
39212043005,4,香美市,佐岡佐竹,0,,,44,24,20,19
39212043006,4,香美市,佐岡有谷,0,,,24,12,12,11
39212043007,4,香美市,佐岡中後入,0,,,-,-,-,-
39212043008,4,香美市,佐岡西後入,0,,,9,2,7,7
39212043009,4,香美市,佐岡大後入,0,,,14,7,7,8
392120440,3,香美市,新改,0,,,857,401,456,359
39212044001,4,香美市,新改久次,0,,,199,87,112,71
39212044002,4,香美市,新改上改田,0,,,96,47,49,35
39212044003,4,香美市,新改須江,0,,,146,72,74,59
39212044004,4,香美市,新改新改,0,,,214,101,113,93
39212044005,4,香美市,新改入野,0,,,28,14,14,13
39212044006,4,香美市,新改曽我部川,0,,,38,18,20,19
39212044007,4,香美市,新改平山,0,,,57,22,35,27
39212044008,4,香美市,新改東川,0,,,79,40,39,42
392120450,3,香美市,岩村,0,,,645,306,339,249
39212045001,4,香美市,岩村松本,0,,,96,44,52,42
39212045002,4,香美市,岩村岩次,0,,,127,57,70,49
39212045003,4,香美市,岩村神通寺,0,,,241,113,128,81
39212045004,4,香美市,岩村京田,0,,,104,54,50,42
39212045005,4,香美市,岩村立石,0,,,77,38,39,35
392120460,3,香美市,繁藤,0,,,235,113,122,110
39212046001,4,香美市,繁藤北滝本,0,,,46,20,26,23
39212046002,4,香美市,繁藤樫谷,0,,,18,9,9,10
39212046003,4,香美市,繁藤上穴内,0,,,-,-,-,-
39212046004,4,香美市,繁藤追廻,0,,,22,11,11,9
39212046005,4,香美市,繁藤繁藤,0,,,57,31,26,29
39212046006,4,香美市,繁藤駅前町,0,,,30,12,18,11
39212046007,4,香美市,繁藤向田,0,,,29,12,17,9
39212046008,4,香美市,繁藤西又,0,,,7,3,4,4
39212046009,4,香美市,繁藤河の川,0,,,26,15,11,15
392120470,2,香美市,橋川野,0,,,34,17,17,17
392120480,2,香美市,太郎丸,0,,,171,81,90,65
392120490,2,香美市,下野尻,0,,,334,169,165,134
392120500,2,香美市,美良布,0,,,1173,524,649,448
392120510,2,香美市,韮生野,0,,,534,248,286,229
392120520,2,香美市,小川,0,,,107,44,63,47
392120530,2,香美市,吉野,0,,,139,73,66,66
392120540,2,香美市,大谷,0,,,5,3,2,4
392120550,2,香美市,久保川,0,,,31,15,16,13
392120560,2,香美市,佐敷,0,,,34,17,17,16
392120570,2,香美市,北岩改,0,,,41,22,19,22
392120580,2,香美市,萩野,0,,,38,24,14,18
392120590,2,香美市,南岩改,0,,,72,36,36,34
392120600,2,香美市,河野,0,,,-,-,-,-
392120610,2,香美市,川ノ内,0,,,-,-,-,-
392120620,2,香美市,古井,0,,,-,-,-,-
392120630,2,香美市,有川,0,,,-,-,-,-
392120640,2,香美市,五百蔵,0,,,210,105,105,100
392120650,2,香美市,白川上,0,,,22,12,10,13
392120660,2,香美市,白川下,0,,,38,18,20,19
392120670,2,香美市,有瀬,0,,,69,38,31,33
392120680,2,香美市,西峯,0,,,5,3,2,3
392120690,2,香美市,日ノ御子,0,,,87,45,42,50
392120700,2,香美市,谷相,0,,,104,47,57,52
392120710,2,香美市,猪野々,0,,,134,64,70,69
392120720,2,香美市,永瀬,0,,,22,11,11,11
392120730,2,香美市,蕨野,0,,,18,8,10,11
392120740,2,香美市,清爪,0,,,49,26,23,30
392120750,2,香美市,大束,0,,,1,1,-,1
392120760,2,香美市,横谷,0,,,18,7,11,7
392120770,2,香美市,中谷,0,,,14,4,10,8
392120780,2,香美市,大井平,0,,,17,8,9,9
392120790,2,香美市,梅久保,0,,,33,16,17,17
392120800,2,香美市,白石,0,,,55,29,26,24
392120810,2,香美市,根須,0,,,88,48,40,48
392120820,2,香美市,永野,0,,,341,126,215,118
392120830,2,香美市,朴ノ木,0,,,144,60,84,65
392120840,2,香美市,庄谷相,0,,,20,12,8,12
392120850,2,香美市,拓,0,,,4,1,3,4
392120860,2,香美市,中谷川,0,,,19,10,9,12
392120870,2,香美市,頓定,0,,,34,17,17,13
392120880,2,香美市,大栃,0,,,636,285,351,326
392120890,2,香美市,山崎,0,,,178,93,85,93
392120900,2,香美市,仙頭,0,,,107,50,57,58
392120910,2,香美市,上岡,0,,,-,-,-,-
392120920,2,香美市,舞川,0,,,6,4,2,4
392120930,2,香美市,中津尾,0,,,-,-,-,-
392120940,2,香美市,押谷,0,,,44,16,28,21
392120950,2,香美市,小浜,0,,,15,8,7,8
392120960,2,香美市,根木屋,0,,,19,10,9,14
392120970,2,香美市,岡ノ内,0,,,80,35,45,42
392120980,2,香美市,別役,0,,,3,2,1,3
392120990,2,香美市,市宇,0,,,6,3,3,5
392121000,2,香美市,別府,0,,,34,16,18,21
392121010,2,香美市,久保影,0,,,8,5,3,6
392121020,2,香美市,久保和久保,0,,,3,1,2,1
392121030,2,香美市,久保中内,0,,,2,1,1,2
392121040,2,香美市,久保沼井,0,,,7,3,4,5
392121050,2,香美市,久保安野尾,0,,,5,2,3,2
392121060,2,香美市,久保堂ノ岡,0,,,3,1,2,2
392121070,2,香美市,久保上久保,0,,,2,-,2,2
392121080,2,香美市,久保高井,0,,,17,6,11,10
392121090,2,香美市,大西,0,,,14,6,8,7
392121100,2,香美市,南池,0,,,2,2,-,2
392121110,2,香美市,中上,0,,,-,-,-,-
392121120,2,香美市,笹,0,,,7,4,3,5
392121130,2,香美市,五王堂,0,,,55,26,29,36
392121140,2,香美市,黒代,0,,,19,9,10,12
392121150,2,香美市,安丸,0,,,33,15,18,19
392121160,2,香美市,神池,0,,,24,14,10,14
392121170,2,香美市,楮佐古,0,,,48,23,25,31
392121180,2,香美市,柳瀬,0,,,33,15,18,21
39301,1,東洋町,,0,,,2194,1085,1109,1236
393010010,2,東洋町,大字生見,0,,,128,62,66,59
393010020,2,東洋町,大字河内,0,,,541,263,278,278
393010030,2,東洋町,大字甲浦,0,,,375,195,180,211
393010040,2,東洋町,大字白浜,0,,,329,164,165,176
393010050,2,東洋町,大字野根,0,,,821,401,420,512
39302,1,奈半利町,,0,,,3034,1399,1635,1409
393020010,3,奈半利町,乙,0,,,2644,1211,1433,1212
39302001001,4,奈半利町,乙上長田,0,,,76,32,44,39
39302001002,4,奈半利町,乙下長田,0,,,165,82,83,80
39302001003,4,奈半利町,乙藪田,0,,,291,136,155,161
39302001004,4,奈半利町,乙港町,0,,,61,30,31,31
39302001005,4,奈半利町,乙横町,0,,,96,49,47,53
39302001006,4,奈半利町,乙東町,0,,,59,30,29,26
39302001007,4,奈半利町,乙立町,0,,,158,67,91,80
39302001008,4,奈半利町,乙池里,0,,,7,4,3,3
39302001009,4,奈半利町,乙平山,0,,,-,-,-,-
39302001010,4,奈半利町,乙百石,0,,,91,43,48,43
39302001011,4,奈半利町,乙中里,0,,,146,51,95,51
39302001012,4,奈半利町,乙車瀬,0,,,77,34,43,36
39302001013,4,奈半利町,乙樋ノ口,0,,,181,81,100,83
39302001014,4,奈半利町,乙平松,0,,,259,129,130,119
39302001015,4,奈半利町,乙六本松,0,,,28,12,16,13
39302001016,4,奈半利町,乙弓場,0,,,45,23,22,27
39302001017,4,奈半利町,乙生木,0,,,136,68,68,59
39302001018,4,奈半利町,乙宮ノ岡,0,,,94,20,74,1
39302001019,4,奈半利町,乙法恩寺,0,,,195,94,101,67
39302001020,4,奈半利町,乙一区,0,,,26,13,13,16
39302001021,4,奈半利町,乙二区,0,,,142,64,78,68
39302001022,4,奈半利町,乙三区,0,,,97,47,50,44
39302001023,4,奈半利町,乙四区,0,,,44,21,23,19
39302001024,4,奈半利町,乙五区,0,,,39,21,18,20
39302001025,4,奈半利町,乙六区,0,,,76,32,44,38
39302001026,4,奈半利町,乙七区,0,,,25,10,15,14
39302001027,4,奈半利町,乙八区,0,,,30,18,12,21
393020020,3,奈半利町,甲,0,,,382,184,198,192
39302002001,4,奈半利町,甲宇川山,0,,,-,-,-,-
39302002002,4,奈半利町,甲宇川,0,,,21,9,12,12
39302002003,4,奈半利町,甲平,0,,,45,23,22,23
39302002004,4,奈半利町,甲六本松,0,,,27,11,16,15
39302002005,4,奈半利町,甲須川,0,,,32,18,14,19
39302002006,4,奈半利町,甲久礼岩,0,,,12,4,8,7
39302002007,4,奈半利町,甲大原,0,,,54,28,26,21
39302002008,4,奈半利町,甲加領郷,0,,,191,91,100,95
393020030,2,奈半利町,丙,0,,,8,4,4,5
39303,1,田野町,,0,,,2498,1174,1324,1170
393030010,3,田野町,,0,,,2498,1174,1324,1170
39303001001,4,田野町,芝,0,,,145,62,83,76
39303001002,4,田野町,北町,0,,,76,39,37,39
39303001003,4,田野町,立町,0,,,90,45,45,47
39303001004,4,田野町,西町,0,,,77,30,47,45
39303001005,4,田野町,新町東,0,,,87,39,48,41
39303001006,4,田野町,新町中,0,,,114,60,54,64
39303001007,4,田野町,新町西,0,,,104,43,61,49
39303001008,4,田野町,浜田東,0,,,93,46,47,48
39303001009,4,田野町,浜田中,0,,,218,85,133,84
39303001010,4,田野町,淌涛東,0,,,84,32,52,44
39303001011,4,田野町,淌涛中,0,,,214,112,102,107
39303001012,4,田野町,淌涛西,0,,,163,78,85,80
39303001013,4,田野町,大野,0,,,161,79,82,64
39303001014,4,田野町,北張,0,,,128,70,58,52
39303001016,4,田野町,千福,0,,,193,91,102,83
39303001017,4,田野町,上地,0,,,160,79,81,83
39303001018,4,田野町,日野,0,,,139,64,75,55
39303001019,4,田野町,開,0,,,117,55,62,58
39303001020,4,田野町,土生岡,0,,,135,65,70,51
39304,1,安田町,,0,,,2370,1144,1226,1064
393040010,2,安田町,大字小川,0,,,17,10,7,10
393040020,2,安田町,大字日々入,0,,,6,3,3,2
393040030,2,安田町,大字瀬切,0,,,22,10,12,14
393040040,2,安田町,大字中里,0,,,8,5,3,5
393040050,2,安田町,大字船倉,0,,,16,8,8,9
393040060,2,安田町,大字与床,0,,,30,14,16,18
393040070,2,安田町,大字中ノ川,0,,,38,17,21,21
393040080,2,安田町,大字西ノ川,0,,,28,16,12,11
393040090,2,安田町,大字別所,0,,,45,21,24,18
393040100,2,安田町,大字正弘,0,,,145,67,78,69
393040110,2,安田町,大字内京坊,0,,,38,15,23,22
393040120,2,安田町,大字間下,0,,,47,21,26,17
393040130,2,安田町,大字東島,0,,,443,220,223,182
393040140,2,安田町,大字安田,0,,,617,297,320,287
393040150,2,安田町,大字西島,0,,,135,62,73,58
393040160,2,安田町,大字隆見,0,,,-,-,-,-
393040170,2,安田町,大字唐浜,0,,,735,358,377,321
39305,1,北川村,,0,,,1146,552,594,549
393050010,2,北川村,大字安倉,0,,,2,1,1,2
393050020,2,北川村,大字柏木,0,,,47,20,27,26
393050030,2,北川村,大字加茂,0,,,186,91,95,79
393050040,2,北川村,大字久江ノ上,0,,,-,-,-,-
393050050,2,北川村,大字久木,0,,,13,6,7,9
393050060,2,北川村,大字小島,0,,,25,15,10,15
393050070,2,北川村,大字木積,0,,,6,3,3,3
393050080,2,北川村,大字島,0,,,17,8,9,13
393050090,2,北川村,大字菅ノ上,0,,,3,-,3,2
393050100,2,北川村,大字宗ノ上,0,,,21,7,14,14
393050110,2,北川村,大字竹屋敷,0,,,-,-,-,-
393050120,2,北川村,大字長山,0,,,78,50,28,46
393050130,2,北川村,大字西谷,0,,,24,13,11,15
393050140,2,北川村,大字野川,0,,,68,32,36,37
393050150,3,北川村,大字野友,0,,,593,272,321,255
39305015001,4,北川村,大字野友乙,0,,,167,83,84,70
39305015002,4,北川村,大字野友甲,0,,,426,189,237,185
393050160,2,北川村,大字平鍋,0,,,22,15,7,11
393050170,2,北川村,大字弘瀬,0,,,4,2,2,2
393050180,2,北川村,大字二タ又,0,,,4,1,3,4
393050190,2,北川村,大字和田,0,,,33,16,17,16
39306,1,馬路村,,0,,,745,358,387,376
393060010,3,馬路村,大字馬路,0,,,605,288,317,292
39306001001,4,馬路村,大字馬路安田川山,0,,,-,-,-,-
39306001002,4,馬路村,大字馬路中ノ川,0,,,15,9,6,8
39306001003,4,馬路村,大字馬路東川,0,,,76,35,41,30
39306001004,4,馬路村,大字馬路影,0,,,235,109,126,118
39306001005,4,馬路村,大字馬路相名,0,,,122,61,61,53
39306001006,4,馬路村,大字馬路日浦,0,,,125,59,66,65
39306001007,4,馬路村,大字馬路朝日出,0,,,32,15,17,18
393060020,3,馬路村,大字魚梁瀬,0,,,140,70,70,84
39306002001,4,馬路村,大字魚梁瀬千本山,0,,,-,-,-,-
39306002002,4,馬路村,大字魚梁瀬丸山,0,,,107,50,57,60
39306002003,4,馬路村,大字魚梁瀬営林署,0,,,33,20,13,24
39306002004,4,馬路村,大字魚梁瀬明善,0,,,-,-,-,-
39306002005,4,馬路村,大字魚梁瀬東川,0,,,-,-,-,-
39306002006,4,馬路村,大字魚梁瀬貯木場,0,,,-,-,-,-
39307,1,芸西村,,0,,,3694,1724,1970,1511
393070010,2,芸西村,和食,0,,,1873,885,988,722
393070020,2,芸西村,西分,0,,,1281,585,696,547
393070030,2,芸西村,馬ノ上,0,,,535,252,283,238
393070040,2,芸西村,久重,0,,,2,1,1,1
393070050,2,芸西村,道家,0,,,3,1,2,3
393070060,2,芸西村,国光,0,,,-,-,-,-
39341,1,本山町,,0,,,3261,1516,1745,1504
393410010,3,本山町,本山,0,,,1366,601,765,610
39341001001,4,本山町,本山一区,0,,,178,80,98,94
39341001002,4,本山町,本山二区,0,,,96,43,53,48
39341001003,4,本山町,本山三区,0,,,312,147,165,132
39341001004,4,本山町,本山四区,0,,,438,222,216,247
39341001005,4,本山町,本山五区,0,,,331,104,227,84
39341001006,4,本山町,本山,0,,,11,5,6,5
393410070,2,本山町,大石,0,,,166,84,82,75
393410080,2,本山町,吉延,0,,,85,42,43,43
393410090,2,本山町,下津野,0,,,33,15,18,14
393410100,2,本山町,井窪,0,,,12,5,7,6
393410110,2,本山町,高角,0,,,45,20,25,20
393410120,2,本山町,古田,0,,,97,51,46,44
393410130,2,本山町,木能津,0,,,116,56,60,54
393410140,2,本山町,助藤,0,,,42,18,24,18
393410150,2,本山町,下関,0,,,95,43,52,48
393410160,3,本山町,上関,0,,,125,58,67,68
39341016001,4,本山町,上関甲,0,,,119,56,63,64
39341016002,4,本山町,上関乙,0,,,6,2,4,4
393410180,3,本山町,北山,0,,,305,158,147,123
39341018001,4,本山町,北山甲,0,,,158,82,76,48
39341018002,4,本山町,北山丙,0,,,100,52,48,53
39341018003,4,本山町,北山乙,0,,,47,24,23,22
393410200,2,本山町,寺家,0,,,423,193,230,192
393410210,2,本山町,吉野,0,,,201,96,105,108
393410220,2,本山町,立野,0,,,7,4,3,3
393410230,2,本山町,坂本,0,,,23,11,12,11
393410240,2,本山町,屋所,0,,,27,12,15,17
393410250,2,本山町,沢ケ内,0,,,24,10,14,12
393410260,2,本山町,瓜生野,0,,,43,26,17,22
393410270,2,本山町,七戸,0,,,26,13,13,16
39344,1,大豊町,,0,,,3252,1546,1706,1788
393440010,2,大豊町,戸手野,0,,,62,28,34,29
393440020,3,大豊町,角茂谷,0,,,56,28,28,31
39344002001,4,大豊町,角茂谷峰,0,,,2,1,1,1
39344002002,4,大豊町,角茂谷本村,0,,,54,27,27,30
393440030,2,大豊町,馬瀬,0,,,45,22,23,32
